SNAPSHOT_ID,PERFORMANCE_MONTH,REGION,STRATEGY_MODE,OTIF_PCT,FILL_RATE_PCT,NET_SALES_GROWTH_PCT,LEAD_TIME_DAYS,ORDER_FLEXIBILITY_SCORE,FORECAST_MAPE_PCT,FORECAST_BIAS_PCT,NPI_COUNT,GROSS_MARGIN_PCT,EBITDA_MARGIN_PCT,COGS_USD,SGA_USD,OEE_PCT,FIRST_PASS_YIELD_PCT,PURCHASING_PRICE_INDEX,ROCE_PCT,FREE_CASH_FLOW_USD,CASH_CONVERSION_CYCLE_DAYS,DIOH_DAYS,DSO_DAYS,DPO_DAYS,ASSET_TURNS,CYCLE_STOCK_VALUE,SAFETY_STOCK_VALUE,PIPELINE_STOCK_VALUE,ANTICIPATION_STOCK_VALUE,STRATEGIC_STOCK_VALUE,TOTAL_INVENTORY_VALUE,NOPAT_USD,WORKING_CAPITAL_DELTA_USD,FIXED_ASSET_DELTA_USD,CAPITAL_EMPLOYED_USD,EVA_USD
72,2023-06-01,LATAM,CASH,93.35,90.72,5.35,15.9,71.6,12.8,4.5,1,36.38,18.19,64900862.68,12842740.93,71.1,90.0,96.05,19.58,7623665.02,35.2,65.5,42.1,51.9,2.37,10525009.67,6641189.25,2857255.77,2438365.38,2085637.52,24547457.59,6338283.63,-1782671.86,497290.47,105182307.88,-4179947.16
73,2023-07-01,NORTH_AMERICA,GROWTH,93.32,94.3,5.5,9.1,89.5,15.8,2.4,6,35.78,18.39,71391381.52,16663854.14,73.6,90.3,97.63,13.87,12452303.22,46.5,49.6,51.6,53.3,1.92,8876488.05,7428983.15,6223142.55,357635.72,1667812.35,24554061.83,14660475.05,1803090.83,405081.0,110441511.61,3616323.89
74,2023-07-01,NORTH_AMERICA,MARGIN,89.9,88.0,7.27,12.0,79.2,21.0,-3.2,1,36.15,18.57,54098027.11,16516397.6,79.0,89.4,94.51,22.38,12016382.35,45.8,23.3,46.2,30.0,2.69,13801567.38,4510184.75,6066879.2,1413566.21,2181205.91,27973403.46,12385974.58,579330.42,-209738.18,92625093.75,3123465.21
75,2023-07-01,NORTH_AMERICA,CASH,89.94,89.49,8.29,10.8,82.9,11.8,-2.4,0,31.69,16.34,79280414.7,11255502.15,85.9,89.9,103.53,18.14,4700440.04,46.8,27.7,32.5,46.0,1.96,11775422.67,5183047.01,6643948.27,1702612.59,3085184.19,28390214.73,5169476.65,1228622.15,-759585.54,110806328.47,-5911156.2
76,2023-07-01,EUROPE,GROWTH,93.46,91.8,5.56,11.0,89.5,13.0,-1.3,6,31.48,16.24,73555686.29,19913279.02,80.0,95.9,98.99,9.14,12411041.67,45.4,33.0,42.6,56.2,1.62,12474444.07,6316668.8,2347066.7,2026132.15,4770897.28,27935208.99,10444823.33,-1697579.84,-268638.5,118510734.01,-1406250.07
77,2023-07-01,EUROPE,MARGIN,86.49,85.68,6.69,14.1,76.0,10.0,3.4,2,48.45,24.72,63789946.11,15465771.42,79.3,94.1,102.92,11.25,10774077.63,42.2,55.3,44.6,49.2,2.94,10006035.71,7757342.33,2457435.31,830731.68,4227861.96,25279406.99,9328160.02,-1337000.88,-108916.72,81755997.71,1152560.25
78,2023-07-01,EUROPE,CASH,86.27,85.0,2.1,14.4,72.4,21.6,0.7,2,36.6,18.8,50363093.5,10090384.69,77.5,91.7,92.34,14.19,9386858.94,26.6,35.8,42.0,51.5,3.4,11666004.79,4138898.21,5390511.87,1700347.09,2995582.66,25891344.62,8570293.44,-1085292.88,268727.38,117047762.74,-3134482.83
79,2023-07-01,ASIA_PACIFIC,GROWTH,88.4,88.19,7.99,9.4,77.1,18.5,3.8,6,37.04,19.02,77547172.6,11018036.83,84.2,93.1,107.23,12.02,12831821.59,43.9,50.7,25.0,54.1,1.87,10640740.29,5510049.23,5939786.44,770698.1,1766371.78,24627645.84,10059579.08,-1844280.15,-927962.36,88834111.32,1176167.95
80,2023-07-01,ASIA_PACIFIC,MARGIN,85.02,85.0,6.62,13.3,77.1,23.3,0.5,2,42.43,21.72,62282362.15,18108785.81,77.3,96.1,87.38,14.81,12041541.42,40.7,42.7,31.8,42.5,1.5,7070758.09,3498108.0,2414045.56,1996372.91,3027681.75,18006966.31,13358259.28,774472.23,542245.63,93287641.32,4029495.15
81,2023-07-01,ASIA_PACIFIC,CASH,92.04,91.5,9.73,7.8,86.5,18.4,-0.4,5,27.26,14.13,55448419.03,13709410.08,83.2,89.5,105.43,20.07,11571471.84,30.0,50.4,42.0,70.0,2.24,9226291.97,5120516.34,3951770.8,1597087.33,4267117.87,24162784.31,14019401.97,1939433.61,508496.52,112267740.79,2792627.89
82,2023-07-01,LATAM,GROWTH,99.0,99.0,9.69,11.4,93.7,26.4,-5.2,5,37.41,19.2,58222147.68,18070709.04,77.4,93.8,102.45,17.06,6652913.28,55.7,43.0,41.5,63.2,3.43,9617161.44,9446961.65,6167572.56,1625716.86,4446763.62,31304176.12,6952406.03,-657558.18,957050.94,93813678.09,-2428961.78
83,2023-07-01,LATAM,MARGIN,89.02,88.44,3.4,15.3,85.6,24.1,2.8,1,34.7,17.85,75958872.77,11572732.08,75.0,94.4,91.29,18.17,6266816.47,52.1,42.6,29.2,34.8,2.97,6792556.12,8600024.37,5316242.45,1043968.94,1526860.11,23279652.0,8097878.59,1485656.14,345405.99,91601821.28,-1062303.54
84,2023-07-01,LATAM,CASH,93.34,91.98,1.37,11.8,76.9,19.3,0.5,2,29.57,15.29,51697569.68,13739210.47,64.7,93.3,95.55,17.62,13494004.92,48.9,67.4,25.2,40.7,2.3,12837598.42,5000308.27,4596601.28,1549526.8,2329824.63,26313859.4,14444485.83,685916.59,264564.31,105669375.89,3877548.24
85,2023-08-01,NORTH_AMERICA,GROWTH,90.78,90.39,3.5,12.5,70.4,23.9,5.0,5,27.95,14.84,52267508.42,19514232.21,76.3,94.8,108.52,8.84,7329432.0,55.2,44.6,53.6,50.4,2.01,7874616.65,7597292.44,7811223.99,965137.65,1307917.87,25556188.61,7972907.9,396178.35,247297.56,83682679.44,-395360.04
86,2023-08-01,NORTH_AMERICA,MARGIN,87.5,85.63,4.08,18.0,70.2,15.5,7.2,3,40.13,20.93,53056793.03,10083199.42,89.1,94.9,99.03,15.89,7513193.2,40.2,46.7,32.7,41.7,1.63,8990353.18,8878611.25,3131243.63,1047791.81,4908027.82,26956027.69,9335827.93,993537.4,829097.33,83705019.32,965325.99
87,2023-08-01,NORTH_AMERICA,CASH,94.38,95.11,3.11,13.1,79.3,18.8,4.3,3,30.76,16.25,77981315.24,15442539.66,86.9,95.9,110.91,22.92,5555459.42,32.5,65.0,31.9,33.8,2.8,5811491.79,9660434.97,7030951.0,1207075.17,4291935.22,28001888.15,7002820.18,971525.97,475834.79,104671344.31,-3464314.25
88,2023-08-01,EUROPE,GROWTH,87.16,86.19,5.92,11.6,92.0,12.8,3.7,3,28.52,15.13,64732871.88,19271106.29,85.7,90.7,96.07,16.66,6104900.54,77.5,69.9,29.2,36.8,3.16,9439194.55,3153393.3,3806276.47,843833.35,1224704.31,18467401.97,6053932.18,-361315.79,310347.43,110577629.12,-5003830.73
89,2023-08-01,EUROPE,MARGIN,86.26,85.0,6.66,14.8,81.0,12.5,3.1,3,42.3,22.01,66601135.69,15031324.73,78.9,99.0,98.79,12.64,5555050.8,52.2,45.6,37.7,51.1,2.72,10056341.53,9587845.69,7257916.6,363372.59,2570922.97,29836399.39,6938630.68,707763.13,675816.75,114352670.85,-4496636.41
90,2023-08-01,EUROPE,CASH,84.69,85.43,4.68,14.6,72.9,29.1,-0.8,1,25.38,13.56,62868330.0,15409050.04,80.0,91.0,103.46,16.39,13277296.94,48.6,52.2,40.3,35.5,2.34,7195539.23,9719039.62,5697802.92,908982.17,2663100.41,26184464.35,11964298.07,-1313224.37,225.5,108085843.85,1155713.69
91,2023-08-01,ASIA_PACIFIC,GROWTH,93.13,93.82,3.44,9.4,91.4,17.5,5.1,3,27.44,14.59,75083531.1,18213883.63,75.8,96.8,102.68,20.17,13515631.69,48.4,57.3,35.5,48.1,3.11,11886316.29,4772906.68,2059872.66,1109020.65,3142626.4,22970742.69,13433261.68,-665486.42,583116.41,99403786.4,3492883.04
92,2023-08-01,ASIA_PACIFIC,MARGIN,86.28,85.8,11.73,13.8,71.7,25.6,3.4,4,27.89,14.81,63927155.59,17227377.52,89.6,97.2,107.83,17.94,14098505.32,40.8,61.3,41.2,48.8,3.0,7201113.26,5453643.74,4235199.64,322714.89,2478296.8,19690968.33,11567294.85,-1966545.27,-564665.2,108350626.21,732232.23
93,2023-08-01,ASIA_PACIFIC,CASH,89.86,90.66,7.95,12.5,82.7,13.5,6.6,5,33.82,17.78,71491913.36,12709426.98,79.4,95.7,94.32,23.18,8626714.02,31.0,62.2,32.4,54.6,2.03,13891279.24,7051647.28,5794347.95,428114.95,2895684.88,30061074.3,7022541.81,-1033997.49,-570174.73,92553072.33,-2232765.43
94,2023-08-01,LATAM,GROWTH,89.17,89.25,2.71,10.3,78.1,16.7,4.0,7,36.49,19.11,61050416.41,14323462.26,75.7,97.5,96.14,15.69,6418413.77,51.7,58.8,39.2,45.0,1.76,12780252.43,8325959.32,3126334.43,346339.33,3795795.31,28374680.83,5311490.93,-1865294.38,758371.55,90383057.97,-3726814.87
95,2023-08-01,LATAM,MARGIN,88.15,89.31,8.3,14.0,84.7,18.7,2.1,4,36.6,19.16,68712292.55,17623026.25,83.6,94.5,99.17,17.08,4784484.67,53.6,37.4,41.1,61.2,2.93,8127779.89,7580394.04,3392109.08,257463.95,4057413.55,23415160.51,5389380.17,478104.8,126790.7,113484785.11,-5959098.34
96,2023-08-01,LATAM,CASH,90.92,91.05,2.33,9.4,87.6,19.9,8.0,2,29.31,15.52,55020710.97,15003594.46,73.8,95.6,106.85,18.45,11763707.51,48.5,61.0,32.2,80.6,2.3,9547643.43,7723504.12,6065189.68,688298.43,4766767.95,28791403.6,11908839.77,594555.83,-449423.57,107885432.24,1120296.54
97,2023-09-01,NORTH_AMERICA,GROWTH,93.72,93.52,8.74,9.0,92.2,21.1,-0.4,5,25.24,13.62,62700054.32,10845653.78,80.0,96.5,100.06,15.25,9218719.47,52.5,48.8,38.4,47.9,1.64,10831908.04,7149881.26,4129547.97,251989.35,1126975.06,23490301.69,11068469.56,1531659.27,318090.82,115238920.23,-455422.47
98,2023-09-01,NORTH_AMERICA,MARGIN,85.76,85.0,2.32,11.5,76.4,16.2,6.1,1,33.7,17.85,79192303.94,17592925.07,68.9,92.9,101.89,13.98,14967554.33,56.8,50.4,25.0,48.5,2.63,9691072.11,4879935.17,2605868.64,367491.09,1589102.25,19133469.27,14677614.65,-886526.07,596586.39,97589619.46,4918652.71
99,2023-09-01,NORTH_AMERICA,CASH,87.92,90.61,7.08,17.9,86.7,20.4,3.1,5,33.51,17.75,63787521.72,13064634.68,77.6,89.8,99.96,18.64,13632520.16,57.0,70.0,39.5,59.5,2.31,6440787.86,7367989.4,3641842.51,687834.32,1329089.3,19467543.38,13223812.11,-325570.9,-83137.15,82279149.08,4995897.2
100,2023-09-01,EUROPE,GROWTH,91.9,93.38,3.95,10.7,74.6,12.5,-0.7,4,28.37,15.18,67031819.54,15793144.67,72.3,90.7,101.33,8.2,10871613.18,60.2,48.8,34.3,47.7,2.61,12624469.59,3882014.2,3178515.3,1151444.83,1701966.51,22538410.41,9896244.62,-1080693.1,105324.54,105789809.94,-682736.37
101,2023-09-01,EUROPE,MARGIN,89.2,88.23,-0.81,11.2,72.3,22.1,1.9,0,39.34,20.67,50019601.72,18706690.34,70.5,92.0,101.69,17.65,12620787.94,46.1,28.1,25.0,43.9,2.47,7205042.63,4527452.74,7244430.64,449668.95,2052989.39,21479584.35,12925948.13,1001063.06,-695902.87,105093157.4,2416632.39
102,2023-09-01,EUROPE,CASH,90.37,90.88,17.23,6.7,91.0,26.6,-2.7,0,41.7,21.85,50913910.59,12044483.72,75.6,92.3,101.87,13.89,7122387.56,24.8,64.0,36.7,38.7,3.1,14995577.03,8386142.26,4387194.22,1027553.05,1682833.45,30479300.01,8404115.56,460516.56,821211.43,100423230.3,-1638207.47
103,2023-09-01,ASIA_PACIFIC,GROWTH,97.29,96.84,6.87,9.8,94.0,20.5,2.6,5,27.93,14.96,51984955.67,10191554.86,80.7,95.6,95.41,15.07,12698758.2,38.2,66.9,48.3,39.1,1.66,7369333.25,7741751.91,5394689.33,1129144.72,2549290.07,24184209.28,13268585.61,1100976.21,-531148.8,100989425.51,3169643.06
104,2023-09-01,ASIA_PACIFIC,MARGIN,84.16,85.0,6.9,8.1,81.8,18.0,5.6,5,28.8,15.4,77858916.86,10618084.61,84.2,91.2,108.96,14.91,6241809.4,57.3,52.2,49.1,38.9,2.04,8433867.02,8842002.53,7612907.08,385733.07,2490035.73,27764545.43,5923605.28,380851.34,-699055.46,86511639.57,-2727558.68
105,2023-09-01,ASIA_PACIFIC,CASH,87.49,85.61,8.18,13.3,78.6,22.3,5.8,6,29.54,15.77,64784587.54,12999420.7,77.0,94.3,94.57,15.58,13070031.29,64.1,73.2,44.8,50.7,2.56,13309491.71,3839237.65,6409555.08,731454.91,2151781.37,26441520.73,10960819.55,-1342377.88,-766833.85,97353756.91,1225443.86
106,2023-09-01,LATAM,GROWTH,92.36,92.92,3.44,11.5,79.0,10.3,3.3,5,22.28,12.14,62937016.09,13475187.95,81.5,90.8,97.04,15.84,4819592.26,47.3,44.8,49.9,49.4,1.94,14383157.29,8731181.61,7901403.24,459670.84,4878894.53,36354307.5,5503495.27,768045.02,-84142.01,82110610.31,-2707565.76
107,2023-09-01,LATAM,MARGIN,91.6,92.75,5.93,13.2,84.1,16.3,2.5,1,34.68,18.34,70515993.56,15315721.53,82.9,94.5,97.29,14.86,6373160.56,50.2,63.6,25.0,61.6,3.13,9591240.23,5123001.24,7595329.27,318643.77,4734997.69,27363212.2,5326590.61,-369007.58,-677562.38,99023847.67,-4575794.16
108,2023-09-01,LATAM,CASH,87.99,87.9,3.86,8.5,82.6,19.6,3.1,7,24.19,13.1,69744794.73,10701081.4,76.0,98.9,97.71,22.23,9670738.03,37.0,58.3,41.2,62.5,3.19,7553363.74,3741120.23,4129386.1,613172.52,3703291.7,19740334.28,8952593.15,-1372749.18,654604.3,87271154.69,225477.69
109,2023-10-01,NORTH_AMERICA,GROWTH,87.37,87.41,12.02,7.9,78.6,23.2,3.8,7,25.68,13.71,59756335.89,10392694.14,91.2,97.2,96.6,13.54,4875072.49,51.6,39.5,44.6,54.5,2.33,13442123.25,6388144.01,5084572.66,610651.03,3292168.8,28817659.75,7719986.05,1913419.15,931494.42,80255161.74,-305530.12
110,2023-10-01,NORTH_AMERICA,MARGIN,82.66,85.0,4.43,12.6,71.3,21.7,2.3,1,35.63,18.68,53007366.91,10165924.81,73.8,93.5,100.41,15.08,13497484.7,41.2,67.1,40.8,45.0,2.3,9181447.88,8300980.85,7387787.88,341226.5,2572415.63,27783858.74,11617186.83,-1347923.54,-532374.33,104097977.68,1207389.06
111,2023-10-01,NORTH_AMERICA,CASH,89.39,88.1,-0.46,11.2,91.8,5.0,0.9,3,34.48,18.11,62783637.14,18323635.4,88.6,94.9,97.22,20.95,13517561.15,44.6,49.5,34.4,38.5,2.86,7714920.03,9329703.04,4248331.82,900563.57,1202292.42,23395810.87,13056488.05,-1095683.72,634610.62,88972742.35,4159213.82
112,2023-10-01,EUROPE,GROWTH,88.01,88.72,9.07,6.7,88.4,16.3,6.2,3,39.11,20.42,58918616.13,12299937.54,68.9,95.8,105.83,11.52,7771374.98,58.5,57.7,37.8,31.7,2.74,6934353.43,7490531.37,3558968.83,1304348.03,4582759.78,23870961.43,9113039.72,689535.37,652129.37,89621263.41,150913.38
113,2023-10-01,EUROPE,MARGIN,83.66,85.0,7.49,10.8,76.3,22.5,3.4,5,27.87,14.8,66685720.78,17795167.01,64.7,92.4,96.57,18.24,6221621.78,55.2,42.4,46.1,63.7,1.94,13505745.28,4410698.65,7606598.23,1067760.39,4293092.85,30883895.4,5162003.97,-1839444.56,779826.75,112735216.99,-6111517.73
114,2023-10-01,EUROPE,CASH,91.35,90.01,11.23,9.2,77.4,18.9,2.7,1,37.63,19.68,59959145.14,14653369.34,78.6,98.9,110.01,19.08,7046753.3,32.3,55.0,41.6,42.0,2.18,5449968.21,8139058.81,4047911.88,814886.72,4715438.2,23167263.82,5136824.15,-965633.64,-944295.52,83263948.8,-3189570.73
115,2023-10-01,ASIA_PACIFIC,GROWTH,92.75,91.75,9.46,6.6,85.8,16.8,2.1,6,35.13,18.43,70290832.04,16796331.82,71.9,94.9,107.93,15.42,16910888.94,41.4,50.5,42.2,37.0,1.53,7933534.21,6678292.15,6186996.71,1321375.27,4168764.78,26288963.13,14459246.44,-1995551.62,-456090.88,91832963.9,5275950.05
116,2023-10-01,ASIA_PACIFIC,MARGIN,85.99,85.69,6.32,16.2,94.9,18.5,5.8,2,43.12,22.43,61399372.37,16071352.81,80.7,97.6,105.96,16.5,10877565.49,40.1,50.2,32.7,53.3,2.66,14576316.46,6960214.65,5086767.97,342341.86,3195491.21,30161132.15,8887263.48,-1620138.9,-370163.11,89611964.94,-73933.02
117,2023-10-01,ASIA_PACIFIC,CASH,92.57,92.66,13.16,11.1,83.5,19.0,-0.7,4,37.57,19.65,58536241.57,14430337.06,93.8,93.9,96.06,19.7,13134977.0,29.2,65.0,41.9,53.5,2.96,9999589.92,8111744.33,5715036.41,464339.83,1102758.58,25393469.07,11171059.44,-1215017.13,-748900.42,113998373.22,-228777.88
118,2023-10-01,LATAM,GROWTH,97.13,98.08,3.98,14.3,81.4,15.1,4.0,3,38.27,20.0,77340175.7,10209341.18,76.9,95.3,100.64,10.07,6687407.34,42.1,53.0,40.6,30.0,1.82,9661815.91,4329552.96,6210429.64,908485.2,2434486.33,23544770.04,8157731.51,1066109.26,404214.91,82275255.91,-69794.08
119,2023-10-01,LATAM,MARGIN,82.07,85.0,5.27,9.4,85.0,9.0,6.5,1,33.84,17.79,69447004.06,10614462.9,69.1,92.9,96.05,13.32,11633040.03,54.8,56.0,34.6,60.0,2.65,13832736.01,5903779.59,4323646.47,1032455.26,2768133.68,27860751.01,13137233.44,595061.54,909131.86,117620158.12,1375217.63
120,2023-10-01,LATAM,CASH,90.03,90.97,6.45,12.9,85.8,13.8,3.5,2,37.8,19.76,58889774.06,11434694.57,82.6,95.7,96.18,16.41,6970505.11,39.0,49.1,61.1,55.3,3.37,10402788.93,3554961.99,5395103.36,1330688.05,2585250.5,23268792.84,6514455.22,382719.3,-838769.19,97310859.37,-3216630.72
121,2023-11-01,NORTH_AMERICA,GROWTH,93.33,91.93,8.53,13.6,78.8,19.3,6.2,9,42.23,21.62,77072098.28,13832153.66,82.6,90.2,93.83,12.09,8328901.76,50.9,56.7,35.1,51.4,1.95,9398556.4,7507696.06,4285711.07,445489.46,3397844.56,25035297.55,7163327.78,-1806549.16,640975.17,97703093.84,-2606981.61
122,2023-11-01,NORTH_AMERICA,MARGIN,93.77,92.78,2.04,18.1,92.0,27.5,3.6,0,35.04,18.02,51534506.17,13977934.41,78.6,94.5,93.59,16.81,9907644.85,43.9,56.6,36.4,47.8,1.84,9418337.05,4143567.31,3106754.31,704014.41,2546828.23,19919501.3,10117074.47,-468863.6,678293.22,99331771.4,183897.33
123,2023-11-01,NORTH_AMERICA,CASH,85.09,85.0,2.52,11.5,72.5,18.6,3.5,3,33.6,17.3,70113030.01,16418195.17,83.0,97.1,93.25,19.07,10398106.01,66.5,44.2,29.5,55.0,3.16,6425565.55,5674976.32,5328390.82,484326.61,1016749.77,18930009.08,9107888.1,-338228.0,-951989.91,99585763.04,-850688.2
124,2023-11-01,EUROPE,GROWTH,92.96,92.11,6.45,9.2,83.7,12.7,3.5,5,29.49,15.25,71926110.37,14200110.04,60.0,92.3,94.41,9.99,8834089.0,46.0,79.8,25.3,39.5,2.69,9096728.69,9847544.68,3085351.41,1748526.45,2336770.86,26114922.09,10783597.63,1216662.26,732846.37,113304470.93,-546849.46
125,2023-11-01,EUROPE,MARGIN,85.46,85.0,7.61,17.4,82.2,16.0,0.2,3,39.32,20.16,73406379.46,15638929.21,78.0,93.3,105.24,23.82,6749573.33,38.9,55.8,37.1,41.1,2.75,10702869.39,4470750.35,6453628.35,394098.42,2419327.42,24440673.93,7611624.33,269563.78,592487.22,107798124.77,-3168188.15
126,2023-11-01,EUROPE,CASH,89.81,88.96,8.03,11.3,75.0,14.0,-0.4,4,22.05,11.53,67313512.47,18906584.55,69.5,89.5,100.75,21.69,10751038.92,32.8,36.2,50.7,61.8,3.1,10213770.21,9276022.61,3177765.81,389487.9,4446659.54,27503706.07,10969452.23,-281306.55,499719.86,112406443.6,-271192.13
127,2023-11-01,ASIA_PACIFIC,GROWTH,99.0,99.0,7.55,13.5,86.9,21.9,-0.4,5,24.6,12.8,51476627.44,12310808.53,78.3,94.3,99.38,17.89,15815002.35,52.0,63.3,45.9,40.1,2.84,14317404.03,9978645.92,6320944.77,852637.12,4519009.61,35988641.45,13973857.17,-1117395.76,-723749.41,90247660.58,4949091.12
128,2023-11-01,ASIA_PACIFIC,MARGIN,88.15,86.91,7.78,14.3,91.2,19.3,-2.5,1,40.66,20.83,72356442.28,12322246.91,68.7,93.1,98.0,20.98,9691952.71,57.9,48.0,37.0,57.2,3.22,7068178.93,6531191.59,3873138.42,1098066.42,3580874.3,22151449.67,9053253.61,-1205473.54,566774.44,90766462.84,-23392.68
129,2023-11-01,ASIA_PACIFIC,CASH,91.22,89.4,5.16,14.0,86.6,21.7,3.8,3,35.75,18.38,65317112.26,11199529.42,86.2,96.6,94.56,19.44,7400368.2,48.2,54.2,40.6,50.7,2.45,14450240.65,7777783.35,3989701.09,1226013.81,3582900.17,31026639.07,8120640.45,1445672.18,-725399.93,112095841.22,-3088943.68
130,2023-11-01,LATAM,GROWTH,93.55,93.77,10.72,12.6,88.1,16.4,1.3,3,30.25,15.62,65333409.15,16043129.82,70.6,94.2,101.21,17.26,7871954.88,34.1,64.5,48.0,42.7,2.29,6682785.89,8855095.35,5293457.79,681092.64,3881535.99,25393967.65,9608983.38,1318250.86,418777.64,113148359.35,-1705852.55
131,2023-11-01,LATAM,MARGIN,90.27,87.96,0.89,18.2,80.6,14.9,3.7,4,38.2,19.6,65232735.15,11383715.95,78.7,99.0,104.76,11.8,16207646.64,31.3,55.0,40.2,47.7,1.61,8440916.18,6643806.86,4643989.3,1889850.6,3022083.17,24640646.1,14827395.41,-1706543.73,326292.5,89998915.63,5827503.85
132,2023-11-01,LATAM,CASH,91.86,90.89,2.42,9.3,85.5,10.6,0.2,0,31.15,16.07,55034437.87,11203635.76,80.6,93.7,98.01,14.07,4099744.01,34.3,68.1,55.2,43.9,2.52,7196349.29,3001589.27,7490009.23,1826788.97,3969168.93,23483905.68,5676047.49,1715231.84,-138928.36,108961167.55,-5220069.26
133,2023-12-01,NORTH_AMERICA,GROWTH,95.83,93.82,6.02,13.1,90.7,14.1,-0.3,3,32.89,16.44,52921006.81,17063719.97,63.8,95.4,91.14,15.09,9372363.14,35.7,30.1,39.3,48.5,2.1,12545693.61,4740234.19,5230369.88,2980339.1,4430122.43,29926759.21,8455795.86,-386076.12,-530491.16,80279290.48,427866.81
134,2023-12-01,NORTH_AMERICA,MARGIN,89.02,87.61,4.36,13.8,70.3,16.8,6.7,5,34.4,17.2,77282885.11,11901287.66,78.5,91.4,92.99,14.64,13990179.08,57.3,28.2,43.9,41.3,1.84,12831614.31,3857485.03,5809439.95,809615.07,1282142.55,24590296.92,13212501.55,-1688573.92,910896.38,101785234.84,3033978.06
135,2023-12-01,NORTH_AMERICA,CASH,91.1,89.91,7.27,12.6,73.5,16.0,2.8,5,24.16,12.08,62405495.91,10398114.39,87.5,95.4,99.29,20.08,6220696.45,34.7,67.4,28.6,40.3,2.69,11455343.56,4090412.82,5282272.07,718616.25,2509452.71,24056097.42,7739880.99,1814530.43,-295345.89,118225978.69,-4082716.87
136,2023-12-01,EUROPE,GROWTH,93.81,91.28,9.08,13.9,70.6,12.5,-1.3,3,30.78,15.39,68028364.54,16960798.62,87.2,92.2,93.38,17.67,9870587.71,42.6,51.8,31.5,49.5,2.12,6322687.15,4376817.38,3424899.83,1249743.98,3571180.28,18945328.63,8625019.85,-1183649.36,-61918.5,112959906.08,-2670970.76
137,2023-12-01,EUROPE,MARGIN,90.96,89.95,4.88,8.0,75.7,19.5,2.5,4,47.27,23.63,61162467.65,17598236.58,83.6,93.2,107.87,16.54,7241665.26,52.0,48.5,48.5,61.5,2.23,10345592.19,4368206.0,2997376.17,2791222.88,2311352.8,22813750.04,8388234.82,951711.08,194858.49,118082497.87,-3420014.96
138,2023-12-01,EUROPE,CASH,90.34,88.64,10.46,11.0,88.7,13.3,-2.5,7,40.97,20.48,70212686.89,14503503.86,77.3,93.0,92.24,20.25,12577815.33,37.4,51.0,47.7,54.6,2.6,13050973.12,8915277.54,4370320.03,628158.65,2607505.08,29572234.42,12489631.51,538976.56,-627160.39,94279297.18,3061701.79
139,2023-12-01,ASIA_PACIFIC,GROWTH,96.42,95.08,5.81,3.0,91.4,22.3,0.9,5,29.4,14.7,52053221.28,18973973.18,68.3,93.2,101.87,18.68,4736203.83,66.4,41.0,44.2,56.3,3.22,12697466.23,9827872.57,5441379.68,1354102.78,3593858.23,32914679.49,6193810.11,1262981.52,194624.76,93113713.52,-3117561.24
140,2023-12-01,ASIA_PACIFIC,MARGIN,84.37,85.0,6.64,17.4,94.2,10.5,3.1,4,35.34,17.67,51584800.59,17260848.51,79.5,93.3,112.81,21.79,5954313.17,27.4,59.3,28.7,50.9,3.11,14531201.14,8034716.4,7580991.22,1818969.93,2035617.1,34001495.8,6213029.98,129883.63,128833.18,92111005.13,-2998070.53
141,2023-12-01,ASIA_PACIFIC,CASH,96.77,94.3,5.69,12.2,88.5,13.7,1.9,4,30.13,15.06,59836519.82,17371324.14,71.9,93.6,96.72,13.05,5180764.09,33.9,73.9,40.2,51.2,1.74,10581711.84,5429016.35,7597206.14,2806612.85,3009487.28,29424034.46,5367129.43,-654706.42,841071.77,98990760.24,-4531946.59
142,2023-12-01,LATAM,GROWTH,92.98,91.19,6.62,10.8,87.5,23.1,4.6,5,32.6,16.3,67328392.42,15709070.54,66.7,95.6,99.19,12.38,10164175.8,47.8,46.7,41.6,57.7,2.59,13439934.72,4836858.64,4530275.71,599806.33,2796314.06,26203189.45,8324266.92,-1573505.52,-266403.36,92621327.23,-937865.8
143,2023-12-01,LATAM,MARGIN,87.69,86.83,9.99,14.3,80.2,19.6,4.5,3,32.85,16.42,68096391.86,10797150.73,84.1,97.4,95.73,16.7,12276251.2,42.2,53.0,53.0,55.6,1.58,10147421.94,3697057.99,2096168.94,2909212.97,2507944.67,21357806.51,11831142.86,302661.01,-747769.36,117302668.35,100876.02
144,2023-12-01,LATAM,CASH,87.03,85.11,5.8,13.2,92.8,13.7,5.4,5,32.18,16.09,73071833.99,14255056.59,74.9,93.7,101.41,12.1,12624783.06,52.3,42.6,44.8,44.1,2.98,6479583.34,9892581.34,3254584.19,825882.83,1814139.5,22266771.19,10654159.4,-1862274.77,-108348.9,80840366.28,2570122.77
145,2024-01-01,NORTH_AMERICA,GROWTH,95.52,91.43,11.09,7.7,79.8,12.6,8.4,4,30.88,14.94,74055205.05,14345309.63,76.1,88.3,98.05,11.19,12467048.59,37.6,47.7,38.9,59.6,1.8,14829468.8,7499441.89,6306056.95,3824007.32,2508807.13,34967782.09,13695336.72,1790744.71,-562456.58,87226301.65,4972706.55
