BRIDGE_ID,PERFORMANCE_MONTH,REGION,SCENARIO_ID,PREDICTED_FCF_USD,PREDICTED_ROCE_PCT,PREDICTED_SAFETY_STOCK_USD,PREDICTED_PIPELINE_STOCK_USD,LEAD_TIME_IMPACT_FCF,FORECAST_ERROR_IMPACT_SAFETY,BATCH_SIZE_IMPACT_CYCLE,FCF_LOWER_BOUND,FCF_UPPER_BOUND,ROCE_LOWER_BOUND,ROCE_UPPER_BOUND,MODEL_SOURCE
460,2023-10-01,ASIA_PACIFIC,4,15135333.66,13.46,9066397.12,6532880.88,100000,336000.0,653808.07,12793087.48,17308294.83,12.08,14.76,XGBOOST
461,2023-10-01,ASIA_PACIFIC,5,11034945.69,18.36,6512496.57,5010063.11,-150000,370000.0,1449394.14,9523308.59,12884476.32,16.65,20.35,PROPHET
462,2023-10-01,ASIA_PACIFIC,6,10275679.05,18.45,7959315.0,5816945.4,-400000,370000.0,1332201.22,8783634.13,11883740.3,16.65,20.35,XGBOOST
463,2023-10-01,ASIA_PACIFIC,7,9934198.55,15.53,6635993.85,6636590.44,-650000,370000.0,1347614.1,8413796.91,11383372.29,13.95,17.05,XGBOOST
464,2023-10-01,ASIA_PACIFIC,8,10844985.49,18.76,8584784.81,5228383.82,-150000,370000.0,1583658.87,8968552.75,12133924.3,16.65,20.35,PROPHET
465,2023-10-01,ASIA_PACIFIC,9,14164565.82,24.46,6759498.01,5042463.65,-100000,380000.0,872423.96,12281203.5,16615745.9,22.23,27.17,XGBOOST
466,2023-10-01,ASIA_PACIFIC,10,13337485.29,24.64,8479066.05,5973828.71,-350000,380000.0,872539.56,11388025.06,15407328.02,22.23,27.17,XGBOOST
467,2023-10-01,ASIA_PACIFIC,11,12717458.04,21.57,6812054.29,6775559.58,-600000,380000.0,1026882.78,10941435.84,14803119.08,19.53,23.87,PROPHET
468,2023-10-01,ASIA_PACIFIC,12,13747742.91,24.78,8979986.53,5176428.95,-100000,380000.0,1185122.15,11611319.67,15709432.49,22.23,27.17,XGBOOST
469,2023-10-01,LATAM,1,6381487.67,8.09,4783836.11,6550153.78,100000,302000.0,789723.03,5400081.43,7305992.52,7.26,8.88,XGBOOST
470,2023-10-01,LATAM,2,5976776.98,8.18,5781977.92,7655841.12,-150000,302000.0,1140636.63,4945337.73,6690751.04,7.26,8.88,XGBOOST
471,2023-10-01,LATAM,3,5555972.1,5.07,4767162.19,8392272.95,-400000,302000.0,861091.86,4717965.88,6383130.31,4.56,5.58,PROPHET
472,2023-10-01,LATAM,4,5956624.4,8.07,5849641.58,6526245.05,100000,302000.0,1009072.71,5059023.65,6844561.41,7.26,8.88,XGBOOST
473,2023-10-01,LATAM,5,11683951.07,15.13,5469064.22,4216085.97,-150000,180000.0,1538491.02,10184726.55,13779335.92,13.79,16.85,PROPHET
474,2023-10-01,LATAM,6,10898236.74,15.21,6695259.06,4903288.27,-400000,180000.0,1561779.15,9393679.82,12709096.23,13.79,16.85,XGBOOST
475,2023-10-01,LATAM,7,10443474.1,12.24,5533043.95,5545030.09,-650000,180000.0,1451806.13,8998156.46,12173976.39,11.09,13.55,XGBOOST
476,2023-10-01,LATAM,8,11347012.5,15.36,7124066.39,4347771.91,-150000,180000.0,1431194.88,9591441.5,12976656.15,13.79,16.85,PROPHET
477,2023-10-01,LATAM,9,7764746.01,21.55,3060019.59,4917140.28,-100000,276000.0,922411.05,6517422.28,8817688.96,19.27,23.55,PROPHET
478,2023-10-01,LATAM,10,7168756.74,21.5,3763601.93,5711740.79,-350000,276000.0,842059.4,6043427.93,8176402.49,19.27,23.55,XGBOOST
479,2023-10-01,LATAM,11,6962782.0,18.59,3079969.1,6598929.49,-600000,276000.0,928738.98,5806430.76,7855759.26,16.57,20.25,XGBOOST
480,2023-10-01,LATAM,12,7569821.32,21.88,4083341.34,5070261.03,-100000,276000.0,1079591.59,6161926.52,8336724.11,19.27,23.55,XGBOOST
481,2023-11-01,NORTH_AMERICA,1,7785275.87,10.01,8125723.29,4427665.97,100000,386000.0,912862.84,6725588.17,9099325.17,9.08,11.1,XGBOOST
482,2023-11-01,NORTH_AMERICA,2,7483690.08,10.26,10079960.64,5311448.03,-150000,386000.0,1012200.52,6159222.85,8333066.21,9.08,11.1,XGBOOST
483,2023-11-01,NORTH_AMERICA,3,6991655.93,7.13,8352444.21,5851549.37,-400000,386000.0,854953.09,5876040.19,7949936.73,6.38,7.8,PROPHET
484,2023-11-01,NORTH_AMERICA,4,7654139.61,10.25,10465478.37,4646552.21,100000,386000.0,784087.07,6300814.18,8524630.95,9.08,11.1,XGBOOST
485,2023-11-01,NORTH_AMERICA,5,10086154.58,18.7,3890594.5,3070611.52,-150000,550000.0,838856.02,8674143.07,11735605.32,16.93,20.69,XGBOOST
486,2023-11-01,NORTH_AMERICA,6,9221239.47,18.62,4668394.01,3500257.66,-400000,550000.0,779621.25,8000423.22,10824102.0,16.93,20.69,XGBOOST
487,2023-11-01,NORTH_AMERICA,7,9058112.89,15.85,3954794.39,4057664.8,-650000,550000.0,1085022.22,7663563.29,10368350.34,14.23,17.39,XGBOOST
488,2023-11-01,NORTH_AMERICA,8,9311359.43,18.52,4817553.77,3010078.6,-150000,550000.0,954250.01,8168853.18,11051977.83,16.93,20.69,XGBOOST
489,2023-11-01,NORTH_AMERICA,9,11718756.12,24.37,4942168.74,4913298.74,-100000,372000.0,769561.55,9722229.12,13153604.1,21.66,26.48,XGBOOST
490,2023-11-01,NORTH_AMERICA,10,10349477.43,23.78,5814566.77,5459456.12,-350000,372000.0,657408.2,9015157.91,12196978.35,21.66,26.48,XGBOOST
491,2023-11-01,NORTH_AMERICA,11,10046460.44,20.92,4755714.14,6303911.1,-600000,372000.0,658568.25,8661622.31,11718665.47,18.96,23.18,XGBOOST
492,2023-11-01,NORTH_AMERICA,12,10801968.48,24.06,6235511.21,4790202.87,-100000,372000.0,559102.07,9191925.71,12436134.79,21.66,26.48,XGBOOST
493,2023-11-01,EUROPE,1,8420811.37,8.0,10868990.49,3250592.27,100000,254000.0,762915.87,7133526.87,9651242.23,7.19,8.79,XGBOOST
494,2023-11-01,EUROPE,2,7468350.92,7.88,12439846.05,3597738.35,-150000,254000.0,1002882.8,6532808.82,8838506.04,7.19,8.79,XGBOOST
495,2023-11-01,EUROPE,3,7492330.0,5.04,11068727.1,4256135.43,-400000,254000.0,1065109.7,6232449.79,8432137.95,4.49,5.49,PROPHET
496,2023-11-01,EUROPE,4,7958124.22,8.04,13456145.22,3279086.49,100000,254000.0,873037.04,6682988.33,9041690.09,7.19,8.79,PROPHET
497,2023-11-01,EUROPE,5,7120731.1,26.13,4350258.51,6610205.98,-150000,320000.0,1079259.36,5909251.45,7994869.61,23.24,28.4,XGBOOST
498,2023-11-01,EUROPE,6,6430268.71,25.86,5155935.26,7442708.13,-400000,320000.0,894385.04,5450280.46,7373908.86,23.24,28.4,XGBOOST
499,2023-11-01,EUROPE,7,6158516.19,22.85,4258556.37,8412124.26,-650000,320000.0,1191027.33,5220794.97,7063428.49,20.54,25.1,XGBOOST
500,2023-11-01,EUROPE,8,6527121.47,25.78,5348540.71,6433948.68,-150000,320000.0,871710.34,5565023.21,7529149.05,23.24,28.4,XGBOOST
501,2023-11-01,EUROPE,9,11640238.34,26.48,7760674.67,2815030.8,-100000,280000.0,852908.13,10052221.39,13600064.23,24.02,29.36,XGBOOST
502,2023-11-01,EUROPE,10,10674092.1,26.33,9480504.25,3247816.82,-350000,280000.0,1043357.97,9321150.74,12610968.65,24.02,29.36,XGBOOST
503,2023-11-01,EUROPE,11,10303516.33,23.43,7710626.71,3729169.2,-600000,280000.0,1062474.92,8955615.42,12116420.86,21.32,26.06,XGBOOST
504,2023-11-01,EUROPE,12,10699647.62,26.12,9764279.11,2736844.35,-100000,280000.0,1192719.95,9503918.41,12858242.55,24.02,29.36,XGBOOST
505,2023-11-01,ASIA_PACIFIC,1,15048840.73,15.9,10994474.53,6647854.02,100000,438000.0,1363373.82,12770614.4,17277890.07,14.3,17.48,XGBOOST
506,2023-11-01,ASIA_PACIFIC,2,13731839.49,15.87,12946583.29,7570131.9,-150000,438000.0,1642525.06,11695194.24,15822909.85,14.3,17.48,XGBOOST
507,2023-11-01,ASIA_PACIFIC,3,12951058.81,12.8,10829844.47,8419255.44,-400000,438000.0,1191734.49,11157484.16,15095419.74,11.6,14.18,XGBOOST
508,2023-11-01,ASIA_PACIFIC,4,14354619.0,16.05,13738451.45,6768675.55,100000,438000.0,1244769.15,11964049.28,16186654.91,14.3,17.48,XGBOOST
509,2023-11-01,ASIA_PACIFIC,5,9988337.78,22.99,6208129.08,3875321.41,-150000,386000.0,746674.53,8485304.6,11480117.98,20.68,25.28,XGBOOST
510,2023-11-01,ASIA_PACIFIC,6,9205675.84,22.98,7509500.5,4453296.84,-400000,386000.0,602922.64,7826251.81,10588458.34,20.68,25.28,XGBOOST
511,2023-11-01,ASIA_PACIFIC,7,8815262.37,19.97,6201526.35,5032559.69,-650000,386000.0,736858.48,7496725.42,10142628.51,17.98,21.98,XGBOOST
512,2023-11-01,ASIA_PACIFIC,8,9554953.72,23.17,7965613.63,3936484.86,-150000,386000.0,614885.94,7991015.01,10811373.25,20.68,25.28,XGBOOST
513,2023-11-01,ASIA_PACIFIC,9,7966995.89,24.18,6470284.05,3514240.25,-100000,434000.0,1368457.69,6919344.27,9361465.77,22.0,26.88,PROPHET
514,2023-11-01,ASIA_PACIFIC,10,7502296.55,24.37,8116819.11,4163613.28,-350000,434000.0,1170938.78,6416119.23,8680631.9,22.0,26.88,PROPHET
515,2023-11-01,ASIA_PACIFIC,11,7260577.75,21.45,6618606.23,4793065.7,-600000,434000.0,1714273.76,6164506.71,8340214.96,19.3,23.58,XGBOOST
516,2023-11-01,ASIA_PACIFIC,12,7777917.29,24.57,8646198.07,3628770.66,-100000,434000.0,1336251.98,6541925.49,8850840.37,22.0,26.88,XGBOOST
517,2023-11-01,LATAM,1,7337863.43,15.12,9557610.99,5453711.7,100000,328000.0,705923.07,6356603.57,8600110.71,13.73,16.79,PROPHET
518,2023-11-01,LATAM,2,6828864.78,15.24,11478450.32,6333844.03,-150000,328000.0,700245.82,5821310.63,7875890.86,13.73,16.79,XGBOOST
519,2023-11-01,LATAM,3,6505831.02,12.23,9699023.63,7115662.04,-400000,328000.0,550170.72,5553664.17,7513780.93,11.03,13.49,XGBOOST
520,2023-11-01,LATAM,4,7214921.58,15.49,12310792.82,5723843.69,100000,328000.0,550068.28,5955133.87,8056945.82,13.73,16.79,XGBOOST
521,2023-11-01,LATAM,5,16489074.68,13.72,6234185.27,4587016.59,-150000,298000.0,908972.33,14189794.63,19197957.45,12.42,15.18,PROPHET
522,2023-11-01,LATAM,6,15304120.19,13.76,7594158.23,5308280.38,-400000,298000.0,847272.87,13087674.66,17706853.95,12.42,15.18,XGBOOST
523,2023-11-01,LATAM,7,14877846.1,10.85,6366772.24,6089943.63,-650000,298000.0,778675.74,12536614.68,16961302.21,9.72,11.88,XGBOOST
524,2023-11-01,LATAM,8,16095790.18,13.96,8162418.41,4754576.27,-150000,298000.0,853221.81,13363204.65,18079629.83,12.42,15.18,XGBOOST
525,2023-11-01,LATAM,9,4386433.65,18.81,2481603.14,6556725.49,-100000,212000.0,681568.93,3833260.65,5186176.17,17.16,20.98,XGBOOST
526,2023-11-01,LATAM,10,4162940.69,19.03,3137501.01,7829156.3,-350000,212000.0,813918.01,3554478.06,4808999.72,17.16,20.98,XGBOOST
527,2023-11-01,LATAM,11,3971423.65,15.98,2521933.27,8884377.44,-600000,212000.0,581232.52,3415086.76,4620411.5,14.46,17.68,PROPHET
528,2023-11-01,LATAM,12,4042783.48,18.58,3130648.81,6391683.55,-100000,212000.0,794560.39,3624173.7,4903293.84,17.16,20.98,PROPHET
529,2023-12-01,NORTH_AMERICA,1,8640387.95,12.9,5060029.09,5329448.03,100000,282000.0,1009738.03,7568183.24,10239306.73,11.78,14.4,PROPHET
530,2023-12-01,NORTH_AMERICA,2,8183858.11,13.11,6184902.84,6299460.82,-150000,282000.0,1493376.01,6930862.54,9377049.32,11.78,14.4,XGBOOST
531,2023-12-01,NORTH_AMERICA,3,7776679.48,10.09,5212661.02,7058837.28,-400000,282000.0,1058724.16,6612202.2,8945920.62,9.08,11.1,XGBOOST
532,2023-12-01,NORTH_AMERICA,4,8438045.27,13.17,6473457.55,5555516.46,100000,282000.0,1231674.64,7090192.72,9592613.67,11.78,14.4,XGBOOST
533,2023-12-01,NORTH_AMERICA,5,14402015.35,16.64,3662609.57,5806267.47,-150000,336000.0,1103543.81,12248401.78,16571367.12,14.98,18.3,XGBOOST
534,2023-12-01,NORTH_AMERICA,6,13042594.99,16.48,4353306.24,6556155.37,-400000,336000.0,1404988.41,11297069.61,15284270.64,14.98,18.3,XGBOOST
535,2023-12-01,NORTH_AMERICA,7,12381747.77,13.45,3564061.1,7345052.53,-650000,336000.0,1262346.89,10821403.52,14640722.41,12.28,15.0,XGBOOST
536,2023-12-01,NORTH_AMERICA,8,13132537.86,16.37,4479599.1,5621962.19,-150000,336000.0,1484404.61,11534902.65,15606044.76,14.98,18.3,XGBOOST
537,2023-12-01,NORTH_AMERICA,9,6751199.93,24.91,3430325.57,4690428.83,-100000,320000.0,1231740.26,5816351.18,7869181.01,22.57,27.59,XGBOOST
538,2023-12-01,NORTH_AMERICA,10,6477076.58,25.34,4384259.89,5661739.92,-350000,320000.0,1033121.06,5393343.82,7296876.94,22.57,27.59,XGBOOST
539,2023-12-01,NORTH_AMERICA,11,6359313.73,22.56,3626863.68,6612218.22,-600000,320000.0,1218552.51,5181840.14,7010724.9,19.87,24.29,XGBOOST
540,2023-12-01,NORTH_AMERICA,12,6391150.56,24.93,4444946.37,4696452.94,-100000,320000.0,1208158.28,5499095.66,7439952.95,22.57,27.59,XGBOOST
541,2023-12-01,EUROPE,1,9383060.42,15.68,4817580.8,3598446.65,100000,250000.0,543793.84,7970499.58,10783617.07,14.1,17.24,XGBOOST
542,2023-12-01,EUROPE,2,8458013.12,15.55,5604125.71,4047950.66,-150000,250000.0,635359.73,7299299.61,9875523.0,14.1,17.24,XGBOOST
543,2023-12-01,EUROPE,3,8132729.22,12.62,4779322.31,4589832.65,-400000,250000.0,523836.33,6963699.63,9421475.97,11.4,13.94,PROPHET
544,2023-12-01,EUROPE,4,8817270.74,15.7,5930527.89,3609427.56,100000,250000.0,747721.34,7467099.6,10102546.52,14.1,17.24,XGBOOST
545,2023-12-01,EUROPE,5,7257953.2,18.29,4037989.72,2916619.29,-150000,390000.0,972362.86,6340077.94,8577752.5,16.69,20.39,XGBOOST
546,2023-12-01,EUROPE,6,6745896.03,18.36,4925820.06,3379999.86,-400000,390000.0,1101338.2,5847644.7,7911519.3,16.69,20.39,PROPHET
547,2023-12-01,EUROPE,7,6746189.19,15.72,4248204.3,3988993.06,-650000,390000.0,937329.87,5601428.08,7578402.69,13.99,17.09,PROPHET
548,2023-12-01,EUROPE,8,7125419.83,18.67,5317220.07,3040475.64,-150000,390000.0,861651.96,5970753.01,8078077.6,16.69,20.39,XGBOOST
549,2023-12-01,EUROPE,9,14111215.15,25.5,7728946.62,4011642.88,-100000,266000.0,1370176.55,11760257.33,15910936.39,22.72,27.78,XGBOOST
550,2023-12-01,EUROPE,10,12635187.53,25.06,9219353.61,4519379.86,-350000,266000.0,1151454.61,10904965.89,14753777.38,22.72,27.78,PROPHET
551,2023-12-01,EUROPE,11,12653692.32,22.55,7779286.64,5383695.24,-600000,266000.0,1380220.93,10477320.17,14175197.88,20.03,24.48,XGBOOST
552,2023-12-01,EUROPE,12,13226448.04,25.39,9915902.08,3977044.28,-100000,266000.0,1065978.02,11118788.75,15043067.13,22.72,27.78,XGBOOST
553,2023-12-01,ASIA_PACIFIC,1,4441484.8,16.57,10671522.69,5639914.5,100000,446000.0,1513522.9,3824484.59,5174302.68,15.01,18.35,XGBOOST
554,2023-12-01,ASIA_PACIFIC,2,4196960.59,16.83,13013320.4,6650825.15,-150000,446000.0,1311608.98,3502422.73,4738571.93,15.01,18.35,XGBOOST
555,2023-12-01,ASIA_PACIFIC,3,3973370.55,13.75,10927046.54,7424947.55,-400000,446000.0,1080856.95,3341391.8,4520706.56,12.31,15.05,XGBOOST
556,2023-12-01,ASIA_PACIFIC,4,4305638.53,16.86,13552220.54,5836002.98,100000,446000.0,1487169.73,3582938.2,4847504.62,15.01,18.35,PROPHET
557,2023-12-01,ASIA_PACIFIC,5,6004787.47,23.54,7473480.41,7422577.43,-150000,210000.0,1417899.38,5213001.18,7052883.95,21.41,26.17,XGBOOST
558,2023-12-01,ASIA_PACIFIC,6,5434139.76,23.32,8876544.16,8375280.47,-400000,210000.0,1710657.08,4808107.88,6505087.14,21.41,26.17,PROPHET
559,2023-12-01,ASIA_PACIFIC,7,5394448.06,20.74,7599204.09,9811678.22,-650000,210000.0,1678019.46,4605661.24,6231188.73,18.71,22.87,XGBOOST
560,2023-12-01,ASIA_PACIFIC,8,5743708.05,23.72,9588280.89,7539020.84,-150000,210000.0,1328678.85,4909331.21,6642036.34,21.41,26.17,XGBOOST
561,2023-12-01,ASIA_PACIFIC,9,5679792.5,18.02,4599239.69,6814631.68,-100000,274000.0,1166122.39,4844014.42,6553666.57,16.24,19.86,XGBOOST
562,2023-12-01,ASIA_PACIFIC,10,5314244.57,18.1,5732683.92,8022149.63,-350000,274000.0,1202928.39,4491722.47,6077036.28,16.24,19.86,XGBOOST
563,2023-12-01,ASIA_PACIFIC,11,5144459.75,15.15,4675843.38,9237512.46,-600000,274000.0,921636.95,4315576.49,5838721.13,13.55,16.56,XGBOOST
564,2023-12-01,ASIA_PACIFIC,12,5514448.07,18.26,6112075.78,6997957.74,-100000,274000.0,1263316.6,4579795.46,6196193.85,16.24,19.86,XGBOOST
565,2023-12-01,LATAM,1,9733154.48,10.42,5363075.65,4794814.12,100000,462000.0,1514834.04,8207571.96,11104362.06,9.34,11.42,PROPHET
566,2023-12-01,LATAM,2,8727636.14,10.31,6206002.68,5365511.02,-150000,462000.0,1347139.86,7516408.0,10169257.89,9.34,11.42,XGBOOST
567,2023-12-01,LATAM,3,8488373.86,7.4,5353407.7,6153647.87,-400000,462000.0,1392564.15,7170826.03,9701705.8,6.64,8.12,XGBOOST
568,2023-12-01,LATAM,4,9354085.15,10.56,6752060.24,4918731.06,100000,462000.0,1235156.05,7689198.99,10403033.93,9.34,11.42,XGBOOST
569,2023-12-01,LATAM,5,12835051.88,18.84,3565122.9,2127751.57,-150000,392000.0,1070062.43,10747857.93,14541219.55,16.83,20.57,XGBOOST
570,2023-12-01,LATAM,6,11751343.37,18.77,4284027.48,2428970.65,-400000,392000.0,876766.33,9913072.84,13411804.44,16.83,20.57,XGBOOST
571,2023-12-01,LATAM,7,11124686.99,15.67,3497522.44,2713627.77,-650000,392000.0,1136540.06,9495680.3,12847096.88,14.13,17.27,PROPHET
572,2023-12-01,LATAM,8,11705404.33,18.54,4361003.43,2060512.25,-150000,392000.0,1037101.0,10121769.11,13694158.21,16.83,20.57,XGBOOST
573,2023-12-01,LATAM,9,13555110.55,16.9,8207577.84,2859067.93,-100000,274000.0,610476.42,11804172.16,15970350.57,15.39,18.81,XGBOOST
574,2023-12-01,LATAM,10,12991784.17,17.18,10479574.04,3447700.33,-350000,274000.0,662012.94,10945686.91,14808870.53,15.39,18.81,PROPHET
575,2023-12-01,LATAM,11,12178067.65,13.99,8276694.74,3844192.6,-600000,274000.0,766683.35,10516444.29,14228130.51,12.69,15.51,XGBOOST
576,2023-12-01,LATAM,12,13300009.9,17.21,11022929.15,2967103.67,-100000,274000.0,603101.89,11160308.23,15099240.54,15.39,18.81,PROPHET
577,2024-01-01,NORTH_AMERICA,1,12014809.47,9.26,8368570.13,6717022.74,100000,252000.0,1777361.86,10067141.74,13620250.58,8.27,10.11,XGBOOST
578,2024-01-01,NORTH_AMERICA,2,10765454.83,9.16,9676577.4,7510841.77,-150000,252000.0,1452463.8,9219382.43,12473282.11,8.27,10.11,XGBOOST
579,2024-01-01,NORTH_AMERICA,3,10394149.51,6.2,8286456.3,8551432.5,-400000,252000.0,1418602.23,8795502.78,11899797.88,5.57,6.81,XGBOOST
580,2024-01-01,NORTH_AMERICA,4,11302627.71,9.28,10313082.14,6744860.19,100000,252000.0,1598983.41,9431322.26,12760024.23,8.27,10.11,PROPHET
581,2024-01-01,NORTH_AMERICA,5,3621227.88,20.81,7283075.23,4328166.79,-150000,524000.0,1027521.0,3174920.45,4295480.61,19.02,23.24,PROPHET
582,2024-01-01,NORTH_AMERICA,6,3532082.13,21.4,9323470.22,5263690.99,-400000,524000.0,951769.64,2928324.69,3961851.05,19.02,23.24,XGBOOST
583,2024-01-01,NORTH_AMERICA,7,3262790.84,18.03,7427523.02,5738211.49,-650000,524000.0,948747.43,2805026.8,3795036.27,16.32,19.94,XGBOOST
584,2024-01-01,NORTH_AMERICA,8,3530599.64,21.17,9524244.69,4480867.44,-150000,524000.0,941641.45,2989973.63,4045258.44,19.02,23.24,XGBOOST
585,2024-01-01,NORTH_AMERICA,9,12781192.1,17.72,7811022.5,3517065.03,-100000,228000.0,880151.89,10645970.49,14403371.85,15.79,19.29,XGBOOST
586,2024-01-01,NORTH_AMERICA,10,11751415.62,17.64,9567304.57,4068539.4,-350000,228000.0,968730.46,9871718.09,13355853.89,15.79,19.29,PROPHET
587,2024-01-01,NORTH_AMERICA,11,11120363.84,14.52,7628201.08,4579661.5,-600000,228000.0,1079879.27,9484591.9,12832094.92,13.09,15.99,XGBOOST
588,2024-01-01,NORTH_AMERICA,12,11734169.22,17.46,9815715.87,3415236.08,-100000,228000.0,1081320.97,10065281.19,13617733.38,15.79,19.29,XGBOOST
589,2024-01-01,EUROPE,1,13300414.94,14.77,6813557.36,4448074.59,100000,264000.0,964376.99,11569528.8,15652891.91,13.45,16.43,XGBOOST
590,2024-01-01,EUROPE,2,12416723.85,14.91,8208631.67,5182152.55,-150000,264000.0,865133.78,10595252.69,14334753.64,13.45,16.43,PROPHET
591,2024-01-01,EUROPE,3,12251855.42,12.12,7183830.93,6029741.82,-400000,264000.0,1241966.48,10108114.64,13675684.51,10.75,13.13,XGBOOST
592,2024-01-01,EUROPE,4,12912431.56,15.03,8665456.39,4609443.57,100000,264000.0,1094595.4,10838821.72,14664288.21,13.45,16.43,XGBOOST
593,2024-01-01,EUROPE,5,5572986.42,17.32,7914178.84,8167223.61,-150000,376000.0,1010792.85,4624114.46,6256154.86,15.4,18.82,XGBOOST
594,2024-01-01,EUROPE,6,5076014.6,17.21,9460815.92,9275146.63,-400000,376000.0,1355050.18,4264959.94,5770239.92,15.4,18.82,XGBOOST
595,2024-01-01,EUROPE,7,4987491.54,14.38,8016704.57,10754935.7,-650000,376000.0,1042352.48,4085382.68,5527282.45,12.7,15.52,XGBOOST
596,2024-01-01,EUROPE,8,5281361.56,17.37,10059743.48,8218600.16,-150000,376000.0,1113943.73,4354748.57,5891718.66,15.4,18.82,PROPHET
597,2024-01-01,EUROPE,9,13254598.64,21.0,4113611.47,1854280.16,-100000,502000.0,923630.62,11234752.4,15199959.13,18.87,23.07,XGBOOST
598,2024-01-01,EUROPE,10,11822610.36,20.6,4888019.75,2080949.06,-350000,502000.0,907788.08,10417679.5,14094507.56,18.87,23.07,XGBOOST
599,2024-01-01,EUROPE,11,11896419.99,18.06,4144189.31,2490751.52,-600000,502000.0,987702.37,10009143.05,13541781.77,16.17,19.77,XGBOOST
600,2024-01-01,EUROPE,12,12363272.14,20.86,5251981.93,1829369.97,-100000,502000.0,857234.75,10621947.73,14370870.45,18.87,23.07,PROPHET
601,2024-01-01,ASIA_PACIFIC,1,7624835.79,7.41,7076955.59,4118353.99,100000,386000.0,795030.55,6484678.93,8773389.14,6.67,8.15,XGBOOST
602,2024-01-01,ASIA_PACIFIC,2,7234228.93,7.54,8664893.79,4876202.43,-150000,386000.0,902257.67,5938600.7,8034577.42,6.67,8.15,PROPHET
603,2024-01-01,ASIA_PACIFIC,3,6532274.48,4.37,6939463.78,5192154.25,-400000,386000.0,897645.16,5665561.59,7665171.56,3.97,4.85,XGBOOST
604,2024-01-01,ASIA_PACIFIC,4,7190339.65,7.43,8742589.02,4145492.97,100000,386000.0,964605.24,6075120.26,8219280.35,6.67,8.15,PROPHET
605,2024-01-01,ASIA_PACIFIC,5,6671550.21,18.49,4428810.21,3274684.5,-150000,364000.0,714452.91,5682199.59,7687681.79,16.66,20.36,PROPHET
606,2024-01-01,ASIA_PACIFIC,6,6140606.08,18.47,5350069.25,3758074.66,-400000,364000.0,918060.23,5240863.7,7090580.3,16.66,20.36,PROPHET
607,2024-01-01,ASIA_PACIFIC,7,6014027.32,15.65,4518783.56,4343574.63,-650000,364000.0,773851.24,5020195.75,6792029.55,13.96,17.06,XGBOOST
608,2024-01-01,ASIA_PACIFIC,8,6194397.98,18.36,5515470.25,3228548.4,-150000,364000.0,652430.98,5351197.67,7239855.67,16.66,20.36,XGBOOST
609,2024-01-01,ASIA_PACIFIC,9,6953167.71,24.56,7607207.75,2516144.5,-100000,356000.0,1041921.77,6211348.58,8403589.25,22.65,27.69,XGBOOST
610,2024-01-01,ASIA_PACIFIC,10,6895822.76,25.39,10050589.82,3139628.53,-350000,356000.0,897432.34,5759614.14,7792419.13,22.65,27.69,XGBOOST
611,2024-01-01,ASIA_PACIFIC,11,6519013.07,22.18,8005547.4,3530531.35,-600000,356000.0,1303575.5,5533746.92,7486834.06,19.95,24.39,PROPHET
612,2024-01-01,ASIA_PACIFIC,12,6980170.94,25.3,10453018.9,2671642.1,-100000,356000.0,1073636.47,5872547.75,7945211.66,22.65,27.69,PROPHET
613,2024-01-01,LATAM,1,6324237.5,9.74,7868662.66,6270416.32,100000,404000.0,1173190.47,5291544.14,7159147.96,8.69,10.63,XGBOOST
614,2024-01-01,LATAM,2,5558089.63,9.54,8924282.75,6877174.61,-150000,404000.0,1315074.49,4845940.42,6556272.34,8.69,10.63,XGBOOST
615,2024-01-01,LATAM,3,5263292.94,6.55,7495417.21,7679549.25,-400000,404000.0,1128356.17,4623138.57,6254834.53,5.99,7.33,PROPHET
616,2024-01-01,LATAM,4,5968025.37,9.77,9727429.65,6316150.43,100000,404000.0,1187718.22,4957341.35,6706991.24,8.69,10.63,PROPHET
617,2024-01-01,LATAM,5,9725287.91,20.69,9522566.6,3595674.88,-150000,348000.0,848830.32,8233467.13,11139396.7,18.58,22.72,PROPHET
618,2024-01-01,LATAM,6,9139328.22,20.89,11745017.84,4213118.59,-400000,348000.0,962107.49,7593974.54,10274200.84,18.58,22.72,XGBOOST
619,2024-01-01,LATAM,7,8588115.01,17.68,9517989.82,4672130.73,-650000,348000.0,855607.57,7274228.24,9841602.91,15.88,19.42,PROPHET
620,2024-01-01,LATAM,8,9055211.91,20.57,11892503.86,3555020.08,-150000,348000.0,826934.94,7753847.68,10490499.81,18.58,22.72,XGBOOST
621,2024-01-01,LATAM,9,15135054.71,17.36,8409571.07,3777015.89,-100000,386000.0,557518.19,12753443.68,17254659.1,15.55,19.01,XGBOOST
622,2024-01-01,LATAM,10,14164373.81,17.44,10484557.76,4447351.95,-350000,386000.0,600239.04,11825920.51,15999774.8,15.55,19.01,XGBOOST
623,2024-01-01,LATAM,11,13372804.88,14.28,8340248.05,4994507.52,-600000,386000.0,635431.87,11362158.92,15372332.65,12.85,15.71,XGBOOST
624,2024-01-01,LATAM,12,13979104.71,17.15,10631690.21,3689805.9,-100000,386000.0,464608.37,12057801.3,16313495.88,15.55,19.01,XGBOOST
625,2024-02-01,NORTH_AMERICA,1,4274707.65,13.49,4688029.25,3218639.74,100000,478000.0,594506.38,3681058.14,4980255.13,12.22,14.94,XGBOOST
